"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"28604",54.5771288825502,-1.88236258640463,0.610373462263967,-3.08395220759216,0.00204270407375889,0.0367080937431271
"28596",108.554404458373,-1.73291876960871,0.602143137833261,-2.87791832328175,0.00400308768803885,0.0487444319093673
"28594",11.3229182064731,-1.92855216721882,0.642236687003391,-3.00286826686474,0.00267448171878375,0.0407497961884398
"28610",22.2419344463705,-1.61017244693664,0.562477609114736,-2.86264274496336,0.00420123970417645,0.0498463682688714
"28577",64.3729641252892,-2.34025983850051,0.639459083465567,-3.65974915207616,0.00025246226841828,0.0158539481262128
"28576",49.2670656636687,-1.85767346885493,0.574811286316877,-3.2317971359923,0.00123014354357136,0.0308836054092003
"28572",25.149218418293,-2.16013762857125,0.679423282204341,-3.17936945222548,0.00147595837090634,0.0330472966499925
"28567",156.562251153414,-1.38741688501216,0.478260906937553,-2.90096235106524,0.00372018572283548,0.0471971998743735
"2051",265.259803710406,-1.45513290283549,0.472991713083216,-3.07644481411768,0.00209485076626483,0.03734567075767
"9715",496.28725772334,-2.26619504533491,0.49881499772949,-4.54315739432495,5.541784156789e-06,0.00257302105441035
"7791",9656.75433806277,-1.88737724312948,0.477897365611434,-3.94933594311557,7.83683008788945e-05,0.00910443735460557
"2041",983.784047409037,-1.52256250656181,0.437319153526206,-3.48158203061777,0.000498461078851246,0.0226169395465051
"168544",1826.51137200179,-2.29073450231758,0.53316407294451,-4.29649074002027,1.73523213273739e-05,0.00444810933055908
"155066",317.336566890311,-1.66898599569881,0.543517025755059,-3.07071520598685,0.00213546731470592,0.0375890780736303
"65999",90.8570554637064,-2.32144263018044,0.71281249564837,-3.25673672158183,0.00112700912895928,0.030234063073563
"113763",90.7249614532872,-0.950174703472983,0.323518546379699,-2.93700226495765,0.00331401683336145,0.0447681285599729
"29803",836.049940954067,-1.17065440520106,0.40048121873982,-2.92311936346159,0.00346543640845962,0.0453630506763714
"3757",65.4058460129727,-1.93570387792339,0.600144453935479,-3.22539659448639,0.00125798270601267,0.0312481130066585
"54480",786.226987246642,-1.32748515885064,0.393706477824435,-3.37176356910897,0.000746885353877004,0.0265721533182903
"6604",436.444064515771,-1.24330134603599,0.432130220916008,-2.87714509621776,0.00401291030134457,0.0487741783008236
"2039",6173.36495767519,-1.90390099784195,0.662574495616429,-2.87348971389345,0.00405964297515441,0.049128023191517
"79873",131.681795107317,-1.51924358948562,0.444844279418416,-3.41522564136796,0.00063729194818065,0.0251685185540692
"64236",1242.60254280421,-1.69902886129764,0.463777057225448,-3.6634603519676,0.000248830747262126,0.0157800951575749
"254896",418.805220366314,-1.90366566684269,0.585318574054964,-3.25235820495922,0.00114451685006389,0.030276488437838
"51312",26687.5148315313,-1.76640485639603,0.518943545891534,-3.40384781809239,0.000664437603652425,0.0255389210651303
"105379392",74.7767501299636,-2.23910727535884,0.596172713101055,-3.75580301841036,0.000172786559544871,0.0134570805956148
"359809",26.6057084596501,-1.74812121537145,0.494448079721239,-3.53550005969689,0.000407004153229228,0.0201207265963428
"79792",1215.78215585749,-1.62471807555247,0.531774844378722,-3.05527441308482,0.00224854685711514,0.0381361074517551
"642475",66.7815920779124,-1.54273963234383,0.429455074668843,-3.59231901854567,0.00032774826932599,0.0177787495045667
"93100",753.746673387801,-1.85802060147791,0.512720851128247,-3.62384443189569,0.000290256228776161,0.0167145879195494
"84948",85.4784648260172,-2.20710383310983,0.681907765187008,-3.23666036051745,0.00120937255669258,0.0308224183050297
"83481",19.9643746224693,-1.808857120997,0.623356744031458,-2.90180083606461,0.0037102434268327,0.0471971998743735
"5339",3890.57118350615,-1.77390252768845,0.510273794009752,-3.47637395553679,0.00050824306805069,0.0227826900697578
"84875",1686.08153192346,-2.31354270474349,0.675248405288895,-3.42620980164133,0.000612067413549123,0.024590293407171
"26873",155.500772887189,-3.05058614715382,0.589386685091997,-5.17586539417267,2.26856975083071e-07,0.000544899416237984
"8733",789.974714500405,-1.72188452633464,0.507256426370285,-3.39450510002549,0.000687527594687142,0.0257996064806828
"84232",2883.72170515844,-1.52100001694603,0.47877825504327,-3.17683604241503,0.00148891184432997,0.0330472966499925
"23246",294.9297973972,-1.86472228005346,0.554919115986569,-3.36034969121265,0.000778438754109496,0.0269757693667147
"8694",682.814665278541,-1.63432976778697,0.453803583448722,-3.60140339872755,0.000316504027367938,0.0174151699013492
"102465511",39.9028828688379,-1.49494860687535,0.499296649310755,-2.99410903105203,0.00275247565228525,0.0412653715501749
"79581",272.313237194701,-1.81408296972409,0.618547104770066,-2.93281296724918,0.00335906179979431,0.0449718445678957
"29894",647.14500956681,-1.45307806540922,0.370524245015082,-3.92168146877965,8.7933186903349e-05,0.00948538929062637
"9684",174.761539756647,-1.51922529577447,0.490201714927558,-3.09918396756115,0.00194054483592992,0.0359749143054508
"414919",204.449745831452,-1.76768643757359,0.573172190185042,-3.08404083073694,0.00204209566940589,0.0367080937431271
"6132",23028.2935593091,-1.36578452601407,0.465336976759328,-2.93504405243182,0.00333500337231934,0.044964489374762
"102465513",87.7610015163628,-1.42112893690444,0.486503474075876,-2.92110747945614,0.00348789477845585,0.0455287838075403
"9827",276.983576755867,-0.812111277525517,0.253764829221279,-3.20025150852315,0.00137307712129899,0.0322257039529112
"692094",31.1008409032445,-1.17015410630552,0.339731050087434,-3.44435430910529,0.000572425040145474,0.023892746960084
"51754",57.0105591140555,-1.11649505767922,0.365863313117191,-3.05167262649696,0.00227570150309326,0.0381644197231405
"101927015",132.525468952137,-1.47616938887583,0.482087197956676,-3.06203814399669,0.00219835436852963,0.0379842595802662
"101927954",221.746240852576,-1.16455863019086,0.349695168938881,-3.33021080538405,0.000867802568520117,0.0275818996950579
"2934",1992.99634067781,-1.42717145869462,0.443783530970114,-3.21591803006932,0.0013002796620638,0.0317145395230563
"57000",74.8547988662078,-1.78010586494493,0.443123471429923,-4.01717800955267,5.88992325729003e-05,0.00762518140435383
"10783",220.373394497821,-1.04478893878128,0.349121619669931,-2.99262171093574,0.00276592354554493,0.0412653715501749
"27433",320.349978920675,-1.07296977766822,0.341888499661914,-3.13836171362669,0.00169895079603097,0.0340792417949176
"138429",10.4109442999063,-2.30739324555601,0.75625745412421,-3.05106843307495,0.00228028596207144,0.0381644197231405
"8818",642.04495789325,-1.53077878362992,0.532655286429835,-2.87386387149199,0.00405483691991829,0.0491124947876462
"79095",871.090541754501,-1.49341784357967,0.475264697449542,-3.14228650180402,0.00167633916897521,0.0339434693677948
"84885",353.843676155433,-1.58313365149528,0.533989572354174,-2.9647276528562,0.00302950999420906,0.0427420273947788
"1384",396.162989761786,-1.59336527750511,0.501555492801256,-3.17684742839909,0.00148885339353135,0.0330472966499925
"5524",761.422701856732,-1.80096124639504,0.535454820718526,-3.3634233491041,0.000769822108724702,0.026897468716118
"389792",228.188303711438,-1.42343194961467,0.47760852070819,-2.98033198298898,0.00287936144776966,0.0419010208177003
"100506119",35.5782666748314,-1.37720015917455,0.42476814380506,-3.24223974716567,0.0011859420994948,0.0308224183050297
"100506190",198.82539416693,-1.05888993008301,0.323571512722462,-3.27250665911142,0.00106598361447597,0.0299026890564991
"84628",519.154688632211,-1.42396649601443,0.461008623875509,-3.08880663455649,0.00200962190605845,0.0365269087253727
"26301",251.884655744781,-1.78395030501732,0.537253576621448,-3.32049963489457,0.000898564766501945,0.0280872004704117
"6834",476.992537969085,-1.2851160086358,0.425626593278686,-3.01935083223137,0.00253317002345628,0.0399081181423106
"11094",79.4346199070632,-1.68796808435301,0.517916449906132,-3.25915132577646,0.00111746045769384,0.030234063073563
"6256",2866.13193110594,-1.3360726125612,0.462857526822851,-2.886574237503,0.00389460856494307,0.0480059575631046
"4851",1832.98888071055,-1.04130884071565,0.346618779004588,-3.00419049338889,0.00266288540560316,0.0406908905463499
"10555",619.384958711535,-2.00750232962757,0.540812192503177,-3.71201381451063,0.000205616761850811,0.0146940824559326
"85014",166.236681567111,-1.40343187816636,0.464745000243414,-3.01978908311289,0.00252950769592454,0.0399081181423106
"54461",1824.33394838677,-1.53266323378017,0.485800771393896,-3.15492136700923,0.00160541367675995,0.033409237078801
"20",635.406137421226,-1.34577983657599,0.421440040463319,-3.19328897913089,0.00140662103304621,0.0323471593443225
"401563",144.701206353021,-1.72721337339369,0.589916021044456,-2.92789704259198,0.00341263029953912,0.0451852614529405
"2529",643.166031656188,-3.03795352956542,0.724194335877558,-4.19494240573439,2.72940931929969e-05,0.00521726963307913
"8636",677.822745939524,-1.29815676722575,0.437133107200036,-2.96970589928734,0.00298084976761861,0.0424908247549806
"92714",612.616921605955,-1.54167779908535,0.488020251687289,-3.1590447194663,0.00158287200112402,0.0333642564448078
"100132403",205.936275917094,-1.75387105940844,0.3837246331614,-4.57065016899953,4.86213359593842e-06,0.00257302105441035
"112267861",46.8980495645323,-2.0950701286744,0.461832609704507,-4.53642745152812,5.721515865915e-06,0.00257302105441035
"105376333",312.845730535232,-1.1726276653613,0.344296567241807,-3.40586510854678,0.000659547579677246,0.0255389210651303
"64072",259.1428776654,-1.18614454525377,0.282318670130723,-4.20143855418611,2.65224237780234e-05,0.00520773394210456
"64115",17400.6064556888,-1.65126085024471,0.440362749723889,-3.74977413798071,0.000176993913816898,0.0134993245367101
"5660",30982.0708375612,-1.03290065212284,0.33180901198939,-3.11293730670543,0.00185235361862617,0.0351342337377788
"51207",10.1442159705421,-2.1852646182654,0.724031580432349,-3.01818964438055,0.00254289717396249,0.0399667750870475
"311",4073.3332853196,-1.2294037621956,0.414567993215837,-2.96550573684914,0.00302185709302815,0.0427420273947788
"23401",2594.67298215249,-1.93172452084014,0.638150209824635,-3.02706869182255,0.00246937835673093,0.0396371027277406
"80019",301.901210310833,-1.93523976913689,0.477929680548893,-4.04921445120191,5.13898382810006e-05,0.00733033718364236
"3257",2343.20934024891,-1.65590324650432,0.535605427793055,-3.09164762076333,0.00199048983195482,0.0364785265620668
"27343",954.669099536123,-1.93123185706681,0.594270190913701,-3.24975387726836,0.00115504927404435,0.0304972385027507
"10360",82.4329367677541,-1.57110703526217,0.506650091208298,-3.10097059592998,0.00192887443564579,0.0358644701429728
"79803",272.033221659518,-1.87215729113821,0.504900265469717,-3.70797446382111,0.000208923718437635,0.0146940824559326
"105378460",80.2037462313309,-0.851877735668914,0.295058959787092,-2.88714410260109,0.0038875613642333,0.0479907715774223
"282997",228.288236812197,-1.23684989401635,0.346712095489343,-3.56736874804058,0.000360583889728837,0.0186454107855384
"107984271",13.6123337772837,-2.08350646347511,0.635359804922126,-3.27925444344167,0.0010408174629288,0.0297947356277009
"9679",1553.70772637752,-1.21419137877823,0.382097851155077,-3.1776974801291,0.00148449555579052,0.0330472966499925
"4255",185.260875631213,-1.34377664977485,0.455989422904206,-2.94694697349843,0.00320928231564739,0.0440360283094884
"112268067",88.4453829110553,-2.46314404448318,0.784072168857863,-3.1414761833355,0.00168098479922287,0.0339434693677948
"101",6276.28515114954,-1.55847841468498,0.43644781169158,-3.57082421525874,0.000355859669122446,0.0186454107855384
"100133161",352.947084908427,-1.05576599454702,0.342990822324763,-3.07811733092778,0.00208312879369825,0.0371842490562705
"112268070",47.2639829564573,-1.7319029920033,0.413423113343864,-4.18917795378022,2.79966792966351e-05,0.00527434737938364
"388572",25.8172930778642,-1.13946174681915,0.385928728574713,-2.95251859333544,0.00315193087482789,0.0435558675294646
"60626",561.626182220713,-0.946040425069557,0.330510201592173,-2.8623637652096,0.00420493989887687,0.0498478461991858
"171389",412.991022219224,-1.63264511582528,0.502695799534974,-3.24777950668293,0.00116309364531151,0.0305361365523309
"10581",28928.2793085681,-1.97841016661787,0.481497234173813,-4.10887130019048,3.97597561270187e-05,0.00652106776666785
"8519",18730.2119580524,-2.1335898333764,0.499630146235377,-4.2703384682702,1.9517653873118e-05,0.00448721468236464
"10410",9072.81518396308,-2.02703442803918,0.60101851286653,-3.37266554131807,0.0007444432077694,0.0265721533182903
"105376504",24.3256370340642,-2.56439752500435,0.701801507704524,-3.65402111117154,0.000258165026769205,0.0158819702161509
"105376505",95.3947259118636,-2.69539140034144,0.685430565385942,-3.9324061932134,8.40998020521818e-05,0.00937948272327573
"3665",1636.35971197457,-2.05306467522592,0.661719776227458,-3.10261949088281,0.00191816094242887,0.035797593015246
"6343",13.3458808391017,-2.68073667469991,0.663218879524468,-4.04200899199676,5.29951998851286e-05,0.00733033718364236
"81532",467.553718129481,-1.29105634615254,0.448843097442283,-2.87640904696892,0.00402228095338983,0.0488454867345014
"1509",10175.7713819235,-1.67711878394393,0.499913233199905,-3.35481974183564,0.000794167155964095,0.0269902176893795
"4046",14225.4298976855,-1.45044598474188,0.428830059638997,-3.38233281958571,0.000718730099683119,0.0262750092402726
"102465993",1302.31975834365,-1.97836346374584,0.462544176799728,-4.27713408356761,1.89314784259645e-05,0.00447328374129443
"101927682",130.863315704483,-1.37269960128338,0.441610296750603,-3.10839582179988,0.00188105950425176,0.03536481583662
"3784",711.367120532073,-1.23064469023253,0.389735085992153,-3.15764408816225,0.00159049612976876,0.0333642564448078
"10984",69.1606078135648,-1.11820899160873,0.354680706238756,-3.15272009990869,0.00161756825942321,0.033409237078801
"5002",186.825383362327,-2.12475932158404,0.553991933888268,-3.83536147660332,0.00012537975640179,0.0114243083921396
"27315",131.659287406945,-1.11424193185947,0.34024504547277,-3.27482191639626,0.00105728600702962,0.0299026890564991
"391",6225.21515071104,-1.56274366154175,0.487647053838818,-3.20466134110652,0.00135221480308592,0.0320054780472339
"100616453",25.2378795048419,-1.64477899747737,0.453002962668626,-3.63083496802766,0.000282505791344779,0.0166177773718884
"3043",7178573.3716954,-2.1493409328397,0.663780408938337,-3.23803008328823,0.00120358117448216,0.0308224183050297
"3045",443852.80740208,-2.538545016605,0.684534462319229,-3.7084254428978,0.000208552046516526,0.0146940824559326
"3046",219.405353840601,-4.20886471594581,1.37880957640694,-3.05253516364003,0.00226917143073334,0.0381361074517551
"6881",1874.94456801077,-1.18920924321959,0.414046374258135,-2.87216436890758,0.00407670865882897,0.0492524537804649
"8642",76.9065817479129,-1.80961601595404,0.523858582433053,-3.45439795516817,0.000551522888909769,0.0234414042508875
"9537",648.407039572691,-1.80919072143711,0.432640010878895,-4.1817461999453,2.89278780125913e-05,0.00537711396498046
"79797",126.779720606262,-1.18614805413135,0.390897859553872,-3.03441941453731,0.00240999130408576,0.0392496364138547
"6688",14477.9936752147,-1.42727232919777,0.435889703074439,-3.27438872524599,0.00105890834419784,0.0299026890564991
"9246",1843.29616420433,-1.63325387180484,0.568923580407558,-2.8707790080257,0.00409461670909244,0.0492645688724353
"79073",767.348576843725,-1.63607238463977,0.500243377415934,-3.27055281189547,0.00107337497945941,0.0299026890564991
"26007",486.045462518761,-1.49118353835823,0.495705179181039,-3.00820649245956,0.00262794510916135,0.040661690085259
"220002",750.933628140092,-2.04362031121602,0.549861452991426,-3.71660952063116,0.000201914136876123,0.0146608592822398
"256364",661.964278721286,-1.29802088051111,0.433836936707251,-2.9919556651005,0.00277196516131637,0.0412653715501749
"6094",22.4033906399737,-1.45499512891259,0.483131435248745,-3.01159275252597,0.00259880994032876,0.0404804574057243
"374395",300.633245874344,-1.43710923208956,0.492674101048038,-2.91695713055036,0.00353464350098212,0.045924012159545
"1351",1220.17982652763,-1.34331915237516,0.441016401628181,-3.04596189034192,0.0023193723080457,0.038399580546683
"84304",312.019532571472,-1.5907120317272,0.476511039066723,-3.33824801801592,0.000843084596105931,0.0274613139119458
"572",276.549134759675,-1.40184264031105,0.466106963018776,-3.00755567183959,0.00263357882113958,0.0406661563868801
"25824",3051.93467013213,-1.7922062919165,0.510419590186465,-3.51124119523268,0.000446019520028402,0.0214412349266067
"8986",961.735493809386,-1.83607921786003,0.543547251148542,-3.37795695586779,0.000730265105947043,0.0263746783471703
"5526",365.872418189714,-1.75168380989814,0.506718255570174,-3.45691869326297,0.000546389678112996,0.0234414042508875
"738",2725.16281677139,-1.6439198266521,0.486518446467147,-3.37894655092613,0.000727641533876944,0.0263746783471703
"741",80.365189145791,-1.48219034958869,0.489626537434893,-3.02718548989142,0.00246842435903572,0.0396371027277406
"823",2021.53675217513,-1.80864799275345,0.538515946363878,-3.35857833916647,0.000783445114385734,0.0269757693667147
"83786",627.071874983854,-1.48654120042829,0.43838726037776,-3.39093156846604,0.000696554909951123,0.0259643636353706
"23625",1386.17830847972,-1.97482223480612,0.570526493322213,-3.46140320900192,0.00053736731407307,0.0233378122289491
"254102",3255.68086697627,-1.07742958529535,0.323651699183611,-3.3289786150145,0.000871650968495954,0.0275872155676316
"4296",2023.91702380774,-1.43803701738214,0.44276829110809,-3.24783198404577,0.00116287916354285,0.0305361365523309
"6494",4348.09535628536,-1.69230419328614,0.519660917626212,-3.25655467995651,0.00112773207074476,0.030234063073563
"91056",1980.82352926295,-1.65291633059648,0.411524509088377,-4.01656837950692,5.90517351234858e-05,0.00762518140435383
"254122",1283.35192838808,-1.2339659175789,0.387573231913881,-3.18382647709036,0.00145342110626269,0.0328700970280205
"1072",9782.58904665798,-1.31256173687536,0.402978947703524,-3.25714716452391,0.00112538070894613,0.030234063073563
"10589",1584.51231974938,-1.32786787937059,0.459172177801648,-2.89187355760086,0.00382952033796379,0.0478252340578427
"55690",2060.16513677798,-0.961253772435504,0.283735880761995,-3.38784707050086,0.000704435296952021,0.0260491577581117
"81876",2327.11788915859,-1.3896505843573,0.465938873071153,-2.98247402110423,0.00285928913742913,0.0418959143117917
"107984340",434.442198291827,-1.71951291547246,0.485199295627082,-3.54393118656556,0.000394208120689686,0.0199251527965467
"57124",45.6656758614972,-3.73943525785835,0.711015033590353,-5.25929140903763,1.44611564795075e-07,0.000504007456202034
"9610",106.510839575458,-1.91704067964548,0.570204628560946,-3.36202230501638,0.000773738732885113,0.0269667291878784
"246330",79.3212829050617,-1.48532027151718,0.501043312654675,-2.96445483654399,0.00303219748177579,0.0427420273947788
"101928069",42.6917364581163,-1.35497312501599,0.434843768684634,-3.11599986614656,0.00183322355664587,0.0349699360473085
"9973",248.713795382195,-1.43003764040628,0.492472050091479,-2.90379452019794,0.00368670033995366,0.0469801548805246
"5091",30.553278593603,-1.64959822108289,0.569965925318486,-2.89420498279985,0.00380119923428042,0.0478252340578427
"9600",1538.709724342,-1.49270149921724,0.42791960141033,-3.48827558797872,0.000486146722012853,0.0223965521279371
"2950",2256.87918521919,-1.32685470338582,0.447882391798419,-2.96250696094122,0.00305144909733325,0.0428248946800381
"81622",2478.72391571715,-2.16507371696777,0.608118215939129,-3.56028426746632,0.000370453548335337,0.0189871063137608
"221",758.845580085654,-1.4055562644858,0.450500386334283,-3.11998903246853,0.00180857773734478,0.0347145004329961
"10312",5147.44001718474,-1.54029926635573,0.46550622701463,-3.30886930607552,0.000936735530531768,0.0285755580550183
"220074",255.57662254683,-1.15215324393841,0.379310833967974,-3.03749099883523,0.00238556529197747,0.0390391596804204
"55004",1395.65344909184,-1.44950538365905,0.45726320890305,-3.16995847344975,0.00152460724922376,0.033075129925852
"116985",4803.68409749425,-1.25504266814377,0.421265303325395,-2.97922154574963,0.00288981752534481,0.0420093285931511
"100506020",182.217463716633,-1.83207598691344,0.427504644047866,-4.28551130945916,1.82319372321303e-05,0.00444810933055908
"84649",2459.09176884573,-2.44291709040422,0.575909659435265,-4.2418407998222,2.21693931111137e-05,0.00463020188631192
"53826",74.9882903731368,-1.39654003757945,0.451132932728714,-3.09562866344596,0.00196396145802733,0.0362643532269656
"283152",16.3800524305191,-1.58269324159633,0.369452513597045,-4.2838881408249,1.83655272350086e-05,0.00444810933055908
"5818",139.469844904689,-1.9108698190873,0.55099317342796,-3.46804626852086,0.000524257016035724,0.0231286932296013
"399972",39.8602770958472,-2.33754879986905,0.715287785282308,-3.2679836675059,0.00108316616063347,0.0299026890564991
"6484",509.775692719176,-2.31176488832043,0.499995214458911,-4.62357402924786,3.77184042131084e-06,0.00244038697058661
"6768",323.401628869842,-1.60373441517857,0.543183835257574,-2.95247080469191,0.00315241878898427,0.0435558675294646
"4815",273.303224954615,-1.65318281721637,0.476820119487681,-3.46709954058279,0.000526107023915781,0.0231370915470344
"4055",649.665712288933,-1.42867880014676,0.484888259557197,-2.94640831570439,0.00321487709916255,0.044069421474361
"55080",529.196851481746,-1.3085548864549,0.415297704062859,-3.15088398913189,0.00162777130991789,0.033409237078801
"8079",1590.955513409,-1.24401795787999,0.395653342939889,-3.1442119220739,0.00166534789415633,0.0338434620880954
"27239",128.0704224974,-2.48619553490193,0.542550027751688,-4.58242633440578,4.59611642192259e-06,0.00257302105441035
"7167",2763.83837263715,-1.37950199125829,0.435183943676227,-3.16992851253867,0.0015247644598729,0.033075129925852
"113246",985.384052963662,-1.38259355663552,0.458294945633873,-3.01682043366906,0.0025544107939351,0.040012405481179
"10162",262.148852855481,-1.62422987487362,0.495919461969546,-3.27518881477849,0.00105591374080515,0.0299026890564991
"283314",51.6093463373782,-1.26234264658412,0.312138610347504,-4.04417334074356,5.25080613167163e-05,0.00733033718364236
"9746",278.130247631653,-1.24191148894299,0.335139744318563,-3.70565267174791,0.000210847076612605,0.0146940824559326
"55652",161.443851898564,-1.15738870137247,0.39442412361229,-2.93437604873824,0.00334219013596244,0.0449718445678957
"51564",1112.16679219152,-0.997767874748154,0.336780226948251,-2.96266762389666,0.0030498569945474,0.0428248946800381
"377",2135.87228205384,-1.68758119764632,0.442634652457255,-3.81258265316065,0.000137522218256076,0.0117619462865519
"8085",740.211482993233,-1.0226779098049,0.325498456497818,-3.14188251707348,0.00167865377214762,0.0339434693677948
"7846",6588.71107802658,-1.96672090557967,0.518389083796061,-3.79390879757298,0.000148294162273166,0.0124540296159651
"94",15.1784843594527,-2.00917656802786,0.620708819051099,-3.23690675299147,0.00120832887926725,0.0308224183050297
"3848",181.904031977551,-2.01743807245071,0.696965020773444,-2.89460448131514,0.00379636545138778,0.0478252340578427
"84975",275.524679999852,-1.28609731468179,0.42955133900998,-2.99404797025185,0.00275302656753493,0.0412653715501749
"54458",3107.86585382805,-1.12655578712972,0.343322420725122,-3.28133474286462,0.00103317047975216,0.0296366865395573
"57658",753.64188754112,-1.02575473309545,0.314260516476796,-3.26402675269323,0.0010984079331519,0.030025303913864
"4778",2811.4185919708,-1.91644787936456,0.599824332998937,-3.19501523018066,0.0013982346169205,0.0323360114618702
"4637",8848.20955292353,-1.52872132409722,0.449303028272843,-3.4024282675631,0.000667898857261979,0.0255389210651303
"4035",1584.57669380747,-1.73496034212992,0.44637809528382,-3.88675062791059,0.00010159502687115,0.0101894695655446
"105751187",12.0578609400703,-2.22283633005978,0.615350034031817,-3.61231202913178,0.000303479081352185,0.0171983815980927
"64333",2978.03032781559,-1.32656114256355,0.463128410653735,-2.8643484442922,0.00417868065049347,0.0498463682688714
"114785",704.736325980192,-1.14380569682589,0.359772889921287,-3.17924370865224,0.00147659884806972,0.0330472966499925
"196463",269.837391583351,-1.2838759483905,0.417466059548745,-3.07540198544113,0.00210219010561175,0.0373809084978742
"113675",23.1717139917399,-2.20076908755579,0.585898975390995,-3.75622620962449,0.000172494789710338,0.0134570805956148
"100506649",266.630454278828,-1.66547616120906,0.430928230004324,-3.86485740605192,0.000111154117836952,0.0105098166109543
"5829",4199.63068789161,-1.58550062476414,0.419158821338437,-3.78257725723487,0.000155212895922931,0.0126539355676116
"949",84.2965523005377,-1.30952152530707,0.45236525451876,-2.89483224501886,0.00379361209639178,0.0478252340578427
"650669",11.5727085759978,-1.31449736223257,0.448376646146977,-2.93168115139002,0.00337132681872776,0.0450188382949077
"55701",838.447578884975,-2.05695700589084,0.462332598246538,-4.44908495246095,8.62369041499035e-06,0.00333952411320501
"9056",1388.08342804939,-1.20382307646356,0.392631656047136,-3.06603672404611,0.00216916670534035,0.0376592192268366
"26020",6592.53346669839,-2.10170490370196,0.494293527951305,-4.25193692584422,2.11929555173546e-05,0.00463020188631192
"54930",441.547057874966,-1.34500696306281,0.427535704186702,-3.14595237284663,0.00165546961486383,0.0337739952838227
"100616424",30.7043539913674,-1.42554810801768,0.467901272070447,-3.04668568587061,0.00231379518282247,0.0383676263190375
"80344",1039.7759951129,-1.26349870876207,0.420192681870079,-3.00695077110537,0.00263882493281977,0.0406661563868801
"10548",249.320989671604,-1.73162569195058,0.55438761817372,-3.12349272455787,0.00178718283600776,0.0347007185470532
"107987206",328.476829995533,-1.61353017014351,0.551744378795025,-2.9244161465992,0.00345103044570808,0.0453144042986665
"6029",328.476829995533,-1.61353017014351,0.551744378795025,-2.9244161465992,0.00345103044570808,0.0453144042986665
"105378179",800.971816834224,-2.0913961105571,0.602978187650739,-3.46844405550619,0.000523481507959791,0.0231286932296013
"378706",798.125905142204,-2.11124130525035,0.607105229287583,-3.47755414284245,0.000506010844426111,0.0227557973617562
"3705",2869.18090655017,-1.69868055122065,0.471307692095653,-3.60418592717535,0.000313132846370214,0.0174151699013492
"5265",11460.3956311446,-1.45358282045857,0.316780650325027,-4.58860987553106,4.46207430298317e-06,0.00257302105441035
"102723342",407.905340215397,-1.51347800281813,0.438891941647034,-3.44840690658043,0.000563903818208873,0.0237504022043804
"207",2304.08060892566,-1.8840141004794,0.461165998537807,-4.08532742321191,4.40147047631301e-05,0.00683481229594283
"122618",463.114822158373,-2.05204847440635,0.612258919949133,-3.35160241450927,0.000803453148346064,0.0269902176893795
"4058",75.2479462542521,-1.50303335761492,0.502669776531147,-2.99010091274463,0.00278885295576517,0.0413001284085676
"4947",2623.98070938801,-1.35523271697141,0.393584914282736,-3.44330452665131,0.000574651842982371,0.0239140935612455
"80301",2906.44520893173,-1.23407042284819,0.414335351163127,-2.97843382029529,0.0028972558920011,0.0420298068578433
"51324",968.981115273353,-0.963977967843812,0.298146619744977,-3.23323460339198,0.00122397003003349,0.0308836054092003
"54956",83.9685003357192,-0.884946550583398,0.265958087022676,-3.3273910204804,0.000876632701847844,0.0275872155676316
"54982",239.720467023922,-1.50288854163297,0.487005048155958,-3.08598144377281,0.00202881483033137,0.0367080937431271
"84993",769.916929404259,-1.65597821177633,0.526557370372402,-3.14491507469578,0.00166135049874509,0.0338115143109567
"102723750",86.9272447356665,-2.21471062015169,0.624961661929279,-3.54375436937172,0.00039447257527056,0.0199251527965467
"192683",41.4216189520387,-3.07214229800593,0.759874735889132,-4.0429588627015,5.27808837425363e-05,0.00733033718364236
"56905",4375.82352095305,-1.61159766522522,0.453605696230641,-3.55286028949202,0.00038106679090995,0.0194595316193246
"23423",372.526552260826,-1.23994385418563,0.427472894261276,-2.90063737568296,0.00372404561091822,0.0471971998743735
"2184",161.0667628277,-1.77488840347155,0.487956319104168,-3.63739198363091,0.000275412631077037,0.0164082371360896
"3669",2435.98021333748,-1.50973128708378,0.518090396929404,-2.91403063255291,0.00356794894279795,0.0461157475929766
"290",3193.60790373944,-1.53249403630539,0.314551785015807,-4.87199281424639,1.10478188135254e-06,0.000962610262995985
"5045",4038.28585691303,-1.60053233099509,0.500470673657005,-3.19805418227563,0.00138358281743494,0.032309092224222
"2242",1261.41759264382,-2.03762157186118,0.556407663831004,-3.66210191612324,0.000250154295231622,0.0157800951575749
"104472848",12.2395069052617,-1.74135588704503,0.485301521793753,-3.58819374933897,0.000332976815105939,0.0179388734341164
"4350",305.807380068426,-1.38914267562976,0.473689629934764,-2.93260098563076,0.0033613558596763,0.0449718445678957
"3042",6298.8478758525,-2.38824509355671,0.765534799819373,-3.11970807090704,0.00181030355173863,0.0347145004329961
"58986",1755.03481906581,-1.91504057600409,0.500043496541087,-3.82974799042655,0.000128274556200557,0.0115065891204631
"6650",796.679360323412,-1.92452020451545,0.500409293364805,-3.84589221270207,0.000120114560200142,0.0110895171109284
"9091",288.608609726595,-1.54819508196707,0.485297545978685,-3.19019763193914,0.00142175530595011,0.0325462901810352
