"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"79930",2002.21827908937,-1.70078156012295,0.39904089926062,-4.26217353477881,2.02448130691742e-05,0.00455214417737673
"90933",272.814225695671,-1.08413368292294,0.372679732303695,-2.90902238289548,0.00362560901372226,0.046556687101753
"105377771",29.136301173845,-1.56950027979423,0.443068272867137,-3.54234409437138,0.000396587778029649,0.0199596758610518
"100132062",297.349303373161,-1.0305834681828,0.331619735954995,-3.10772658091334,0.00188532402863359,0.03536481583662
"7280",625.822732194574,-2.80654935559134,0.716398311924304,-3.91758231262818,8.94415093022542e-05,0.00948538929062637
"347733",181.081150652979,-2.44333168837353,0.730758035757303,-3.34355774253162,0.000827114790507451,0.0274432650617158
"3012",36.1875647409653,-1.70053168823138,0.556937701639192,-3.05336069586658,0.00226293759610168,0.0381361074517551
"8357",173.292397624322,-1.81225965202056,0.592674682615591,-3.05776458009427,0.00222994688380957,0.0381361074517551
"3134",5053.81948561105,-1.10456276903692,0.383554618696254,-2.87980567876214,0.003979203457524,0.0486614696503001
"80868",74.3714920021873,-2.39074090570078,0.830028796003276,-2.88031080031511,0.00397283319875004,0.0486262226723216
"3105",49078.8775060474,-1.40460299209148,0.435334522041572,-3.22649117167269,0.00125318097930011,0.0312481130066585
"170954",5891.1513374187,-1.41154886553804,0.451130543817256,-3.12891442373682,0.00175453398885062,0.0343056919194481
"3107",73916.6784191272,-1.31727688912569,0.431329435513702,-3.05399256500277,0.00225817677280898,0.0381361074517551
"4795",182.736080720716,-1.50044378777184,0.473657511105935,-3.16778210540454,0.00153606600011758,0.033075129925852
"4050",4097.98601947173,-1.44974237992309,0.462969959392226,-3.13139621807486,0.00173977264532695,0.0343056919194481
"7940",3722.44141527302,-1.15452189076679,0.346448791975219,-3.33244599926148,0.000860861751202544,0.0275650484181517
"7916",2085.74060354509,-0.948565578337673,0.330952883697059,-2.86616501944715,0.00415477607716692,0.0496330191017858
"7917",4300.12864123357,-1.37279958569628,0.458449026090707,-2.99444323702121,0.00274946209447321,0.0412653715501749
"55937",95.8247974185586,-1.57389985393644,0.43420722980038,-3.62476657668739,0.000289222558198308,0.0167145879195494
"7920",556.466171544015,-1.49423690703061,0.431238823153154,-3.46498697892033,0.000530257152443343,0.0231407247945452
"23564",408.382553024408,-1.60655120940979,0.480551501724513,-3.34314054507061,0.000828359343732116,0.0274432650617158
"63943",60.0325556038491,-1.65480467923953,0.516878397413208,-3.20153577228462,0.00136697101001799,0.0321849943687979
"63940",7527.5359310033,-1.81848533578701,0.487071450496359,-3.73350836706576,0.000188830917797216,0.0140774963904331
"6891",1485.55211648179,-1.26502138086234,0.438099163506142,-2.88752293142555,0.00388288301310636,0.0479907715774223
"5696",2158.65219736386,-1.4683048183547,0.512911100678346,-2.86268871235737,0.00420063030792867,0.0498463682688714
"5698",2619.54782652356,-1.94696506589921,0.623829840912272,-3.1209873882468,0.00180245753365407,0.0347145004329961
"9278",276.50731356688,-1.87312356178985,0.456607748521682,-4.10225969194412,4.09134694460766e-05,0.00653927244632733
"57699",248.53075088187,-1.81540859618212,0.562172502918591,-3.22927319774126,0.00124105276221027,0.031006302075221
"7942",1092.7924147533,-1.44308541406344,0.493938706392893,-2.92158803387149,0.00348251841164806,0.045501208225666
"896",3693.22641530158,-1.48487598213132,0.502049909083594,-2.9576262344947,0.00310017781638644,0.0431945555193201
"10695",2448.39753956441,-1.08362202373679,0.37355123587961,-2.90086585093248,0.00372133152127786,0.0471971998743735
"107080644",566.989250675207,-1.31048138797614,0.397028640302994,-3.30072255486666,0.000964361949269678,0.02888776922842
"116138",608.92825889957,-1.40387307756282,0.454982770502086,-3.08555217599473,0.00203174573526329,0.0367080937431271
"6722",800.246076918585,-1.26739866841174,0.413964975272871,-3.06160845510256,0.00220151221152393,0.0379842595802662
"25844",1030.30166970781,-1.50617012726158,0.493414133212286,-3.05254759821314,0.00226907741706008,0.0381361074517551
"2570",10.3492762341335,-1.83750833379134,0.543447698331445,-3.3812054765032,0.00072168553750638,0.0262750092402726
"105375112",56.4432019174127,-1.91062422544771,0.371944447754586,-5.13685373442749,2.79376224422204e-07,0.000544899416237984
"11033",932.177010866038,-1.63725159535511,0.50327001898716,-3.2532269628342,0.00114102321201804,0.030276488437838
"26173",797.497288986792,-1.40804661898595,0.444899053392763,-3.16486764412804,0.00155153511590445,0.0331306689255515
"80727",1156.07935899053,-1.89265154777893,0.568014138089301,-3.33205006858716,0.000862087447838328,0.0275650484181517
"84629",1019.43827907266,-1.30474032594085,0.357098733205966,-3.65372431939797,0.000258463775201517,0.0158819702161509
"55146",131.005315337067,-1.14073577073173,0.394345323431979,-2.89273310205363,0.00381905674242794,0.0478252340578427
"28988",3040.54524218049,-1.69572162917827,0.494588334577146,-3.42855160671763,0.000606811156591281,0.0244495790001128
"435",210.913519344719,-1.34794054158381,0.446579914664967,-3.0183635611894,0.00254143811904853,0.0399667750870475
"3984",571.213706881795,-1.58257333977334,0.480695179661604,-3.29225964131245,0.000993858109610872,0.0291079325758092
"729438",124.027882081772,-1.10917306453248,0.269754400811719,-4.11178857951851,3.92605744161877e-05,0.00651585318971514
"5447",943.456121609005,-1.58664170887431,0.502362175877147,-3.15836220373072,0.00158658296120482,0.0333642564448078
"83862",886.426576390194,-1.99766291823258,0.505633405591344,-3.95081277491207,7.78862373409913e-05,0.00910443735460557
"25851",613.431956313463,-1.31572159373608,0.419778893308874,-3.13432050707696,0.00172252599945965,0.0343037148750438
"29992",1753.71538109997,-1.22151790351912,0.405324266496179,-3.01368066135916,0.00258099320084087,0.0402479040413005
"81628",3179.48473000847,-1.50512996890088,0.425413016424655,-3.53804399675076,0.000403102884786196,0.0201207265963428
"4034",2021.69569182136,-1.56960838633906,0.480785506864646,-3.2646749203714,0.00109589772657856,0.030025303913864
"64598",173.897843311935,-1.57729737085106,0.449649183541338,-3.50783995297981,0.000451760744981383,0.0214948687569469
"2783",11106.4657061794,-2.1485854570969,0.509082198906663,-4.22050792919364,2.43752482812688e-05,0.00485450480413098
"2050",159.422107905163,-3.47982089479507,0.680232575389294,-5.11563400621264,3.12688855168487e-07,0.000544899416237984
"56996",1615.64163951801,-2.22560878833365,0.465449106486139,-4.78163725597338,1.73873222316293e-06,0.00134664810683969
"8985",289.509075480042,-1.50272115447993,0.516786391846929,-2.90781873940101,0.00363959229607518,0.046556687101753
"51024",1436.28782529372,-1.64209180337517,0.528379765751246,-3.10778706872027,0.00188493822462415,0.03536481583662
"80228",1326.19807379568,-1.31332155325058,0.321960271621236,-4.07914164886657,4.52022895957716e-05,0.00683481229594283
"381",1471.07152283161,-1.33824899375742,0.401237802259183,-3.33530137544959,0.000852069998581089,0.0274970089125439
"105375489",206.477614641751,-1.28138971569137,0.387913590891705,-3.30328646837512,0.000955587144269445,0.02888776922842
"3614",2450.5285305476,-1.77586668256414,0.481863527796505,-3.68541418912722,0.0002283310058055,0.0151850284631148
"8972",1260.55454275987,-1.56231772895234,0.455110380100997,-3.43283255505101,0.000597310863675035,0.0243482770482271
"28619",29.8726854624167,-1.27210150285814,0.408345276196593,-3.11525950466904,0.00183783146128244,0.035001650822047
"28606",36.3722313751281,-1.86506932999558,0.598450643061663,-3.11649649243239,0.00183013857662023,0.0349699360473085
